cleaned,classes
আমি মনে করি তারা চর্বিতে আতঙ্কিত,fear
ভালোবাসা মানে শুধু পাওয়া বা একসঙ্গে থাকা নয়। ভালোবাসার মানুষকে সারাজীবন না পেলেও মনের মধ্যে তা আমরণ থেকে যাওয়া সম্ভব। শুধুমাত্র নিজের জন্য নয় ভাবতে হবে পরিবারের সবার জন্য। যাকে ভালোবাসা যায় তাকে বিপদে ফেলাও ঠিক নয়। আমি কাউকে ভালোবাসি মানে সেও আমাকে একইভাবে ভালোবাসবে সেটা ভাবাও ভুল।,sadness
আমাদের এই দুর্নীতি থেকে দুনিয়া কে বাঁচাতে হবে।অসহায় দের পাশে দাড়াতে হবে তবেই তো আমরা মানুষ। ,anger
"হালারপো মাদক মামলায় আটক মাদকসেবি চুলের স্টাইল মারে আর হাসে, হালায় কি মনে করেছে ওরে মডেলিং এর জন্য পুলিশ ধরছে!!!",anger
"সালার মাথায় কিছুই নাই,একটা কথা বলি বউ গেলে বউ পাবি, কিন্তু মা,বাবা গেলে হাজার কাননা করে ও পাবি না",anger
"তুমিও ফেমাস হওয়া দেখে, এখন তেল মারছো🤣 ",joy
"অই পুলিশের আচরণ শূয়রের বাচ্চার থেকেও জঘন্য,যেভাবে থ্রেটের পর থ্রেট দিতেছিল.....পুলিশের ড্রাইভার হয়েই এই অবস্থা, ওসি-এসপিদের তাহলে কি অবস্থা?ভিডিও করার অধিকার আপনার সাংবিধানিক অধিকার।",anger
করোনাভাইরাসের সংক্রমণ ছড়ানোর সবচেয়ে ঝুঁকিপূর্ণ স্থান এখন দুটি—বাজার এবং গণপরিবহন। ,fear
রাবেয়া খাতুন কে বরখাস্ত করা উচিত। যার উচিত ছিলো জাজের মেয়ে কে  কঠোর শাস্তি দেওয়া।,disgust
"গুড জব,,, অসংখ্য ধন্যবাদ আপনাদের পুরো টিমকে",joy
খানকি মাগির দল ,sadness
"বাবাটা এতই মূর্খ যে অপরাধ করার পূর্বে সন্তানের কথা চিন্তা করলো না।
এসব কেয়ারলেস বাবাদে স্থান জেলে হওয়া উচিত।",disgust
আমি খ্রিস্টের মাধ্যমে সমস্ত কিছু করতে পারি যিনি আমাকে শক্তি দেন একটি সুন্দর ছোট্ট আয়াত যা আমি বারবার পুনরাবৃত্তি করি যখন আমি কোনও কিছু সম্পর্কে কিছুটা অনিশ্চিত বোধ করি,fear
এই কুলাঙ্গার তার কর্মফল অচীরেই পাবে নিশ্চিত নিশ্চিত নিশ্চিত... যদি না ক্ষমা চেয়ে ফিরে আসে।,disgust
অভিনন্দন অভিনন্দন অভিনন্দন। ,joy
"সেই হইছে। আমি সবচেয়ে খুশি হয়েছি যে, আপনি রানার সব দায়িত্ব নিছেন। ",joy
"পারবে পারবে, আরে পারবে না কেন অবশ্যই পারবে ",joy
আমি সকাল    টা অবধি কর্মক্ষেত্রে আছি gne b ক্লান্ত না হয়ে মঙ্গলবার ডক্টর যাওয়ার জন্য অপেক্ষা করতে পারি,surprise
আসলেই। বিগত কয়েকটি নির্বাচন থেকে এ শিক্ষা পেয়েছি আমরা।,sadness
বাটপার টাইপের লোক।,sadness
মুমিন মুসলমান যেমন আছ ইবলিশ শয়তানও আছে। সর্বোপরি মানুষকে খাঁটি মুমিন হতে হবে ,joy
সাথে নওশীন ও ছিল আমি ছিলাম আপনাদের পাশেই ,joy
ভাই মুয়াজ্জিন হত্যায় আমরা আহত হইনা। কই আপনি তো মুয়াজ্জিন হত্যায় কোন ভুমিকা নিলেন্না,sadness
বলতে এসেছে আমার মেয়াদ আর পাঁচটা বছর বাড়ানো যায় না  তাহলে আপনাদের জিততে সহজ হবে  বৈঈমান,disgust
মাইয়াডারে এত অপমান করার কি আছে খাইছে তো খাইছে এইয়া আবার ঢোল পিঠাইয়া বলার কি আছে ফালতু যত্তসব গান বানায়।উরাধুরা যত্তসব গান😠😏😏😏 ,sadness
আগে স্কুলের পরিচালকদের আইনের আওতায় আনা হোক। স্কুলে ছাত্রীরা কেন ক্লাসরুম পরিস্কার  করবে। এগুলো পরিস্কার করবে ক্লিনাররা।,disgust
ভাই এটা কি আপনি গল্প লিখলেন আমার মনে আতঙ্ক শুরু হয়েছে আর এরকম গল্প পোস্ট করেননা প্লিজ। ভয় লাগে।,fear
ঢাকা কলেজের শিক্ষার্থীদের উপর অমানবিক পুলিশি হামলা ও ব্যবসায়ী সিন্ডিকেটের দুর্ধর্ষতার তীব্র নিন্দা ও ক্ষোভ প্রকাশ করছি।,anger
"বার বার ই তো আসি শুনতে এই প্রিয় গান টা,,যখন প্রিয় মানুষটার কথা খুব মনে পড়ে 😅,,তাই একটা কমেন্ট রেখে গেলাম",disgust
আমার হিয়া শান্ত করেো ,anger
ভাবতে চোখে জল এসে গেল । বৃষ্টির পানি আর চোখের পানি যেন মিলেমিশে একাকার হয়ে গেছে । চিৎকার করে বলতে ইচ্ছে হচ্ছে ,anger
আচ্ছা কিছু সুন্দরী  আপু সমাজ আপনাদের সাথে কি বোরকা বা হিজজাবের কোন শত্রুতামি আছে নাকি??,disgust
মাটিতে শুয়ে পড়ুন। ব্যাঙ্কের টাকা আপনার নয় ,anger
"এরকম সাপ প্রত্যেকের ভিতরে আছে, কারও প্রকাশ পায় আর কেউ ভালো মানুষের মত ঘাপটি মেরে থাকে।",sadness
শিক্ষকদের প্রতি সম্মান জিনিসটা নিজে থেকে এসে পরে কিন্তু কিছু শিক্ষকের প্রতি সম্মান আসাতো দুরের কথা তার উপর এমন মেজাজ খারাপ হয় তা বলার মতোনা  ,anger
বিএনপি আর আওয়ামীলীগ এর মধ্যে একটি চাওয়া মিল আছে।,sadness
আমার অদ্ভুত লাগছে,surprise
ফারাক্কা বাঁধ এর বেপার তোমার জানা দরকার ,joy
মিন্নিকে জিজ্ঞাসাবাদ করার জোড় দাবি জানায় ,sadness
ভাই আপনি কি আস্তিক নাকি নাস্তিক?,anger
"ছেলে মানুষ এমনি হয় তারা যদি নিজের বৌ এর প্রতি একটু খেয়াল রাখতো অসম্ভব কাজ গুলোও সহজ হয়ে যায়,,,আমরা মেয়েরা কার জন্য এতো কষ্ট করি,,,সেই পুরুষ দের জন্য যার কাছে আমাদের কোন ভ্যালু নেই,,,সত্যি নারীরা সব জায়গায় অসহায়😢😢😢😢",sadness
পরিচালককে ধন্যবাদ সুন্দর একটি নাটক উপহার দেওয়ার জন্য। এই নাটকের মধ্যে অনেক কিছু শিখার আছে তবে তিশা যখন বলেছিল আমি তো একটা কিউট মেয়ে বিউটিফুল মেয়ে আমাকে তো সবাই দেখবে আমার প্রশ্ন হল বয় ফ্রেন্ড থাকতে অন্য ছেলেরা কেন দেখবে তাদেরকে দেখানোর কি প্রয়োজন হাজার হাজার ছেলেকে নিজের শরীর দেখানোর কি এমন প্রয়োজন?? আর তিশা যখন রেগে গিয়ে নিশো কে বলেছিল তুই আর কখন আমার সামনে আসবি না তোর চেহারা যেন আমি কখনো না দেখি যদি তুই আমার সামনে আসিস তাহলে এলাকার পোলাপান দিয়ে তোকে মাইর খাওয়াবো সেখানে যদি আমি হতাম তাহলে তিশার দুই গালে দুইটা থাপ্পড় দিতাম। যাইহোক তিশা যা কিছু করেছে নিশু ও তার প্রতি উত্তরে সবগুলোই দিয়েছেন নাটকের শেষ দিকে। আর সব থেকে বড় কথা হল কি আপনি যাকে কেয়ার করবেন আপনি যাকে সবচেয়ে বেশি ভালোবাসবেন তার কাছে আপনি বিরক্তিকর হয়ে উঠবেন এটাই বাস্তবতা। ,anger
কন্ঠটা ঠিক  আমার একজন হারিয়ে যাওয়া প্রিয় মানুষ এর মতন  তাই গানটা প্রায় শুনা হয় আর গানটা শুনলেয় বুকের ভেতরটা কেমন জানি করে উঠে আর খুব কান্না ও পায়💔😭😭,sadness
অশ্লীলতার একটা লিমিট থাকা উচিত 😠😠😠😡 ,sadness
মার্কেট বন্ধ থাকুক ঈদের আগ পর্যন্ত।,anger
সাংবাদিক বেড়েছে ঠিকই কিন্তু নীতি নৈতকতা কমেছে বহুগুনে। যদি সুন্দর একটা জাতি উপহার দিতে চান ,anger
তামিমের উপর বাংলাদের সকলের ভরসা থাকে ,joy
আমিতো পুরাই অবাক এ কি করে সম্ভব?যেখানে ফ্রীজ ঠিক ভাবেই চলছে কিন্তু পানি একটুও ঠান্ডা হলো না।,surprise
"চেহারার ঘা থেকে পুজ গড়িয়ে পড়ছিলো। ওর চোখ দুইটা জ্বলজ্বল করছিলো। এতো ভয়ংকর চেহারা কারো থাকতে পারে, জানা ছিলোনা।",fear
বাহ ধর্ষণের জন্য যেখানে যাবজ্জীবন বা নিম্নে ১০ বছর জেল খাটার কথা ছিল সেখানে ভিকটিমকে এই জানোয়ারের সাথে বিয়ে দেওয়া হয়েছে।আর ম্যারিটাল রেপ কে তো বাংলাদেশে অপরাধ বলেই গণ্য করা হয় না। এই আমাদের বিচার ব্যবস্থা,disgust
আমাদের চারপাশের পৃথিবী ভয় এবং উদ্বেগে পরিপূর্ণ। সব জায়গায় শুধু ভয় আর ভয়,fear
করোনাভাইরাসের আতঙ্কে বিনোদন–দুনিয়া স্থবির হতে চলেছে  বিনোদন–বিশ্বের পর করোনার নেতিবাচক প্রভাব পড়েছে দেশের চলচ্চিত্র অঙ্গনে  বড় আঘাত এসেছে কনসার্টের ওপর,sadness
নোয়াখালি যাওয়ার বিশা নাই আফ্রিদি ভাইয়ের তাই যায় না ,joy
"কান ধরে হেডমাষ্টারের উঠ- বসের বিচার যেমন হয়নি, এইটিসহ অাগামীতে কোনটারই বিচার হবে না।।",disgust
শ্বাশুড়ি আর ছেলেরা ঠিক নিজের বেলায় এসব বুঝে কিন্তুু নিজের বউয়ের বেলায় কানাকুড়ি ও দাম নেই। তবুও বউরাই বেশিরভাগ সময়ে খারাপ।,disgust
চুরি করছে তো করছে  ক্রেডিট দিছে আরেকজনকে  এইডাই সবচেয়ে বড়  মনে হইল আমার কাছে ,surprise
আগামীকাল এখানে ৩ হাজার ২ শ ছেলে-মেয়ে এসে বসে আমার কাছে প্র্যাকটিক্যাল ক্লাস করবে! এটা চিন্তা করেই আমার মাথা ঘুরে যাবার অবস্থা।,surprise
অবশেষে আজ বোমের মতো পোশাক পরে নি ,surprise
আমি সবচেয়ে অভিভূত বোধ করছি,surprise
"মাশাআল্লাহ আলহামদুলিল্লাহ
দেখে ভালো লাগলো। এভাবেই এগিয়ে যাক বিদ্যানন্দ।",joy
"আসলে এইসব কর্মকাণ্ড পরিকল্পিত, মানুষের মধ্যে দাঙ্গা তৈরি করে, কোন একটা অসাধু গোষ্ঠী তাদের নোংড়া উদ্দেশ্যের সফলতা আশা করতেছে। মাঝখানে শুধুমাত্র সাধারণ মুসলিম আর হিন্দুরা নিজেদের ক্ষতি করতেছে না বুঝে।",anger
যাবার সময় তিনি স্টেফাইলোকক্কাসটি একটি কাঁচের পাত্রে রেখে যান এবং একটি ভুল করেন- গবেষণাগারের জানালা খুলে রেখে যান! এই ভুলের বদৌলতেই ফ্লেমিং চিকিৎসাবিজ্ঞানের ইতিহাসে সবচেয়ে বিস্ময়কর জিনিসটি আবিষ্কার করেন।,surprise
কষ্ট গুলো যদি কাগজ হতো  আগুন দিয়ে পুড়িয়ে ছাই করে দিতাম  কিন্তু কষ্ট গুলো হল আগুন  যা আমাকে কাগজের মত পুড়িয়ে ছাই করে দিচ্ছে ,sadness
খুব নতুন  c,surprise
তোমগো মনে তো হাঙ্গা লাগছে কি ডায়ালগ পলাশ ভাইয়ের 😂 ,joy
"নিজের কোয়ালিটি নেই,যে ই ভাইরাল হয়,তারে ই মাথায় তুলে ঘোরে, ভাইরাল হওয়ার পাগল,আগে গুনি হও,কোয়ালিটি সম্পুর্ন কাজ করতে শিখো! ",sadness
নাটকটা অসাধারন ছিল। ,joy
কাজ করা বন্ধ        বরং আমার সমস্ত স্কুল বিষ্ঠা করা হবে   gonnabealongnight,surprise
নোভেলি না কি জেনো একটা মেয়ে নিয়া ঝামেলা হইছিলো।অইগুলাও তুলে ধরতেন। রোস্টের মত তেমন কিছুই করতে পারলেন না।আরো ঝাক্কাস হওয়ার দরকার ছিলো। ,anger
"একবার মনে হল বলি - আপা, এত কষ্ট করে হজ্ব করতে এসেছেন । মানুষকে গালি দিয়েন না আপা ।কিন্তু সাহসে কুলালো না ।",fear
ive এই সেমিস্টারের কাজের চাপ দেখে খুব ভয় পেয়েছে এবং অভিভূত হয়েছে এবং তাই আইভ আমাকে যা করতে হবে তা করা এড়িয়ে চলেছে,fear
সুমন ভাই আপনার শেষের কথা গুলো বিজ্ঞান বিরোধী হয়ে গেল আপনি বিজ্ঞান বিষয়ক ভিডিও না করে ইসলামী ওয়াজ মাহফিল করুন।,disgust
কিবরিয়া ভাই অবাক হওয়ার কিছু না  আমাদের কাজি ইব্রাহিম সাহেব মাত্র ৩৬ দিন এ পুরা কোরান হেফজ করে ছেন।,surprise
ড্রেস রিহার্সাল আসলে তাড়াতাড়ি করা হয়       ,surprise
"আমি থাকতে চেয়েছিলাম সে রাখতে চাইনি,,,,, খুব মিস করি তাকে,,,, জানি তাকে আর পাবো না আজ ও ভালোবাসি তাকে 😌💔✨✌️",sadness
শুধু আর্জেন্টিনা নয় ,anger
আমাদের সমাজে বেশি শিক্ষিত যারাই  তারা বেশি জানতে জানতে  হয়েগেছে জানোয়ার  এটাই তার বাস্তব প্রমাণ,disgust
বর্তমানে ওর চিকিৎসা চিকিৎসা অসম্পূর্ণ। ওর চিকিৎসা করতে প্রায় ২৪ লক্ষ টাকা লাগবে।চিকিৎসা আপাতত বন্ধ।আমরা ইচ্ছা করলে ওকে সাহায্য করতে পারি।,sadness
কিন্তু হার মানিনি কখনো। বার বার উঠে দাঁড়িয়ে লড়েছি নতুন করে। কারণ আমরা জানি ,joy
"আশা করি, এর থেকে হাজারো
চন্দ্র মন্ডলের শিক্ষা হয়ে যাবে।
কমপক্ষে নিজেদের সৃষ্টি মন্ডলদের
দিকে তাকিয়ে হলেও.....",disgust
হাসি থাকবেনা কেন।কারণ নেশা করে ওএরা জানে দেশের আইন এখন টাকার কাছে বিক্রি হয়ে যায়।আর যদি আওয়ামী লীগের কোনো নেতার সন্তান কিংবা আত্মীয় হয় তাহলে তো আর কোন ভয় রইল না,anger
আমি উত্তেজিত কন্ঠে একদমে বলে চললাম   মা  দেখো এ খামটা  আমি কয়েকদিন আগে হাসপাতালে চাকরির জন্য যে নিয়োগটা দিয়েছিলাম সেখান থেকে এ এপোয়নমেন্ট লেটার টা এসেছে  আমার চাকরিটা হয়ে গেছে মা  কাল জয়েন করতে বলেছে  ,joy
তবে একজন নিরপেক্ষ ত্রিকেট ফ্যান হিসিবে  এর  র গায়ে প্রায় বল মেরে দেওয়া এবং আউট করার পর  এর গালি দেওয়াটা খুবই দৃষ্টিকটু লেগেছে,disgust
"মাশরাফির মতো খেলোয়াকে কেমনে সরিয়ে দেই, আমি কিছু বুঝি না, ",surprise
নাটকটি বেস্ট ছিল। ,joy
 আম্মু আমার জন্য কিছু মোড়ানো কাগজ পেতে ক্রিয়াতে যান  ,surprise
"খুবই দুঃখজনক ঘটনা 

দোষীদের দ্রুত আইনের আওতায় এনে শাস্তির মুখোমুখি করা হোক।",sadness
মিন্নি মাগি জড়িত তার চাল চলন সন্দেহ জনক ,sadness
সঠিক আইন সংসদে পাশ করে নিরাপদ সড়ক বাস্তবায়ন করতে হবে,anger
মাংশ না খাবার কারন যাতে করে তার যৌন চাহিদা না বাড়ে!! কেননা জেলখানায় যোনচাহিতা মেটানোর লোক নাই!! বাইরে থাকলে মিননির ১০/১৫ টা করে পুরুষ লাগতো!!,fear
যে গাধাটার হাত ধরে তুমি আমাকে ছেড়ে গেলে সে নাকি এখনো তোমার একটি ভয়ংকর তিলেরই খবর পায় নি ,surprise
"বাংলাদেশে কোথায় ভাস্কর্য থাকবে, কোথায় থাকবে না, এটা যাঁরা বাংলাদেশকে স্বাধীন করেছিলেন, বাংলাদেশকে মানেন, তাঁরা বলবেন। যারা বাংলাদেশ চায়নি, সেই আলবদর-রাজাকারদের কথার ওপর চলবে নাকি দেশ! তাদের বক্তব্যের পরিপ্রেক্ষিতে সরকার কেন সিদ্ধান্ত নিতে যাচ্ছে? এটা লজ্জাজনক'",sadness
ভারতবর্ষের ঘৃণার রাজনীতি বিশ্বজুড়ে সাক্ষী আর সেই ঘৃণার স্থপতিই মুজিব বর্ষের প্রধান অতিথি হিসেবে বক্তৃতা দেবেন  এই লজ্জা আমাদের পুরো জাতির  আমরা ঘৃণা ছড়ানো কোনও মুসলিম নিধনকারীকে আমাদের অসম্প্রদায়িক রাষ্ট্রে আমন্ত্রণ জানাতে পারি না ,anger
আমি আমার মধ্যে যোদ্ধা পদক্ষেপ অনুভব করি এবং তিনি এবং আমার পেট যেভাবে দ্রুত বাড়ছে তাতে আমি অবাক হয়েছি,surprise
সব কটা তো ধামাধরা উপাচার্য। এদের প্রত্যেককেই পদত্যাগ করানো উচিৎ।,disgust
অসাধারণ একটি গান যতবার শুনি ততবার ভালো লাগে কমেন্টটা রেখে গেলাম বৃদ্ধ বয়সে দেখব এই গানটা আমি শুনতাম,joy
"কোঠা ব্যবস্তাকে না বলুন,,,এটা জাতির জন্য চরম অভিশাপ",anger
উনাকে দেখে আমি তব্দা খাইয়া গেলাম ,surprise
আনেক সুনদর গান ,joy
"অযোগ্যরা যোগ্যতার থেকেও উপরে উঠে গেলে আর কাউকে সেখানে উঠতে দেয় না, নিজের যোগ্যতা ফাঁস হয়ে যাবার ভয়ে..!",disgust
তোমাকে কি পিঁপড়েরা ভীষণ জ্বালাতন করে...?” মেয়েটির অবাক কণ্ঠ ,surprise
ভাইয়া এগুলো আর বলিয়েনা। ,anger
এগুলো নিঃসন্দেহে ভাল উদ্যোগ। কিন্তু পরিপূর্ণ নয়।,sadness
খুব জোর বৃষ্টি আসবে বলে মনে হল  হটাৎ দাদুকে চমকে দিয়ে দুরে কোথাও একটা কড়কড় করে বাজ পড়ল ,surprise
এই হত্যারও কোন ফয়সালা হবে না এক দিন এই খবর শেষের পাতায় ঠাই নিবে।,sadness
আমি নিজেকে মরিয়া কৌতূহল বোধ করে তার দিকে ফিরে তাকালাম,surprise
আমি সন্দেহ করি যে কয়েকজন বিদ্রোহ অনুভব করে এটি একটি অদ্ভুত অস্বস্তিকর মুগ্ধতা ছড়িয়ে দেয়,surprise
গরিব মানুষের পাসে৷ আচেন থাকবেন৷ ,joy
শেষ মুহুর্তটা অসাধারণ ছিল..!😍 ,joy
কৌশল ও প্রতারণা এক নয়।,disgust
আ হা,sadness
অনেক তাড়াতাড়ি বলা হয়ে গেছে  কিন্তু ভালো ছিলো শেষটা আরো জোস ছিলো,joy
"আহারে কি মজা,আজ এখানে অনেকেই কমেন্ট করছে কেউ হয়তো হাই স্কুল পাড়ি দিতে পারেনি,কেউ হয়তো প্রাইমারী অথবা কেউ কলেজ এ গিয়ে ইন্টার পর্যন্ত মাতব্বরি করেছে তারা ও আজ বিশ্ববিদ্যালয় নিয়ে মাথা ঘামাচ্ছে,ভিসি থেকে শুরু করে কে ভালো কে মন্দ এটা নিয়ে ও মাথা ঘামাচ্ছে,কি মজা কি মজা এটাইতো আমার দেশ এখানে প্রাইমারী পড়ুয়া ব্যাক্তি প্রতিস্টানের স্বভাপতি হয়,নকল সার্টিফিকেট বানিয়ে সাংবাদিক হওয়া যায়,ভুয়া সার্টিফিকেট দিয়ে বছরের পর বছর ডাক্তার সেজে অপারেশন চালিয়ে যাওয়া যায়,এখানে প্রতিষ্টানের প্রতিস্টারা ক্ষমতার দাপটে মাতব্বরি দেখান।এখানে অশিক্ষিতরা শিক্ষিতদের কে শিক্ষা দেন,আর এখানে শিক্ষিতরা দুর্নিতি করে ইজ্জত ডুবান,এখানে বিমানে চাকরি নিয়ে প্রবাসিদের লাগেজ কেটে চুরি করেন,এখানে দশ পনের লক্ষ টাকা ঘুষ খাইয়ে চাকরি নিয়ে পরে বেহায়ার মত ঘুষ বানিজ্য করা হয়,এখানে শিক্ষক রা টাকার বিনিময়ে ছাত্র ছাত্রীদের কাছে বিক্রি হোন তাই সম্মান পান না।এখানে ছাত্র ছাত্রীরা পড়ার চাইতে দলবাজি করে বেশি।এখানে ১০কোটি টাকার বাজেট কে চুরি করে কিভাবে ১০হাজার কোটি তে নিয়ে যাওয়া হয় সেটা ও শিখানো হয়,আর সেটার নামই বাংলাদেশ।এত বলদের আর চোরের দেশে থেকে কিছু তেলবাজ বলে উটে এটা সোনার বাংলা এটা শেখ মুজিবের বাংলা এটা বলার পর আমার চোখে শুধু চোর আর বাটপার দেখি।যেই শালায় চেতনা দেখায় সেই শালার নামে দিন শেষে দেখা যায় অনেক অভিযোগ,তাই এটা আমার সোনার বাংলাদেশ না এটা হচ্ছে চোর বাটপার আর লুচ্ছালুচ্ছিদের বাংলাদেশ।",joy
"স্টাটাস এর লেখা পড়ে হাসুম না কান্দুম বুঝতেছিনা, লেখায় এত রস কেরে ? :v :v",joy
"ওরা ভালো করে জানে,ওদেরকে আটকে রাখা যাবেনা থানায়, তাই হাসছে আর ভাবছে আমরাতো আলেমনা, আলেমদের আটকে রাখা যায়, কিন্ত আমাদেরনা",anger
"ভাই, আমারেও সেইদিন একজন বন্দুক দিয়ে হত্যা করতে চাইছে। কি করমু?",fear
হিন্দুদের জন্য আপনার আবেগ একটু বেশি।,surprise
"কিছু দিন আগে (৩০ মার্চ মধ্য রাতে) মালিন্দো এয়ারে করে কুয়ালালাম পুর যাচ্ছিলাম।শেষ মুহূর্তে এক মহিলা (সিকিউরিটির পোষাক পরিহিত)এমন জগন্য,অভব্যও অশালীন আচরন করলেন যা ভাষায় বর্ননা করা যায় না।ঐ টিমের এক জন নিন্ম পদস্হ কর্মচারী আমাকে বললো স্যার বিমান ছেড়ে দিচ্ছে আপনি চলে যান,কুকুরের কাজ কুকুরে করেছে,আপনি তো তেমন না,বিমান ধরেন গিয়ে।ঐ রকম মহিলা( নাকি দানবী?) কি করে এমন গুরুত্ব পূর্ন জায়গাশ কাজ করে ভেবে অবাক হই।এয়ারপোর্ট ম্যাজিস্ট্রেটদের অনেক প্রশংসা শুনেছি।এ ব্যাপারে তাদের দৃষ্টি আকর্ষন করছি এ",disgust
মানুষের লক্ষ লক্ষ টাকা ওড়ায়। আর আমাদের মত গরিব রা না খেয়ে মরে হায় রে দেশ। ,anger
১.৯ মিলিয়ন ফলোয়ার নোবেল বেয়াদব অহংকারীর এত কিছুর পরেও তার ফলোয়ার কমেনি বাংলাদেশের মানুষ বেয়াদব জন্ম দেই বেয়াদব লালন করে,disgust
এরকম ঘটনা এই রাষ্ট্রে হাজার হাজার আছে।কই তখন তো প্রথম আলোর দরদ এত উথলে উঠেনি।ফালতু টাইপের দালালি।,anger
ঈদের আগ পযর্ন্ত নিউ মার্কেট বন্ধ ঘোষণা করা হোক।সাথে কলেজও।,anger
"স্যার , মুল যারা অভিযুক্ত তাদের ব্যাপারে কি সিদ্ধান্ত নিলেন ?",joy
চট্টগ্রাম নগরের কোতোয়ালি থানাধীন গোয়ালপাড়ায় হেলে পড়া পাঁচতলা ভবনটি ঘিরে রেখেছে পুলিশ। ,sadness
মানে কি? নওশীন বলছে ও আমাকে ভালোবাসে। ওকে বাদ দিয়ে তোমার সাথে প্রেম করলে বিষ খাবে! ফারিয়া বললো ,fear
বাহ্ কি সুন্দর একটা বিচার করছে লজ্জা লাগে এটাই কি ছিলো ভালোবাসি বঙ্গবন্ধুকে ভালোবাসি তার আদর্শ কে    এটাই হলো সোনার বাংলা উচিত কথা বললেই ট্রান্সফার করে দেওয়া আওমীলীগের উপর থু থু থু  দেই নিকৃষ্টতম মানুষ এরা,disgust
ভাই আমি একটা আইফোন অডার করেছিলাম কিন্তুু আপনারা আমাকে দিয়েছিলেন অপ্পো তাও নষ্ট আপনারা এরকম করিয়েন না ভই আমাদের কষ্টের টাকা ,anger
বোকাচোদা নামে বন্ধুমহলের কোনো একজনের নাম  করছিলাম কিন্তু কে এই বোকাচোদা তা মনে করতে পারি না  ,disgust
লিগ ওয়ানে বড় জয় পেয়েছে বর্তমান চ্যাম্পিয়ন পিএসজি। প্রতিপক্ষের মাঠে শনিবার রাতের ম্যাচে,surprise
তাকে প্রথম দেখা স্কুলে ভর্তি হওয়ার পর কিন্তু তখন কাউকে চিনতাম না তার পর সবাইকে চিনা সে ছিল বড় ভাই  সে পরতো  নিউ 10নে আর আমি 7  তখন তাকে দেখতেও পারতাম না তার পর ওর ক্লাস মেট আমার বেস্টু তাকে একদিন বিকেলে মজা করে বলা  যে আমি ওকে  ভালোবাসি  তখন  আমাদের পরীক্ষা চলে তখন  ওরে বলছে কিন্তু আমার নাম বলে নাই তার পর  2 3 মাস পর তাকে ভালো লাগা তার পর তাকে বলা কিন্তু সে কিছু সময় নেয় আমি যানি না যে সে রাজি হবে কি না 😌😌😌,sadness
বিএনপি বর্তমানে যা আছে তা কোন নেতা কর্মির সাংগঠনিক তৎপরতায় নয় বরং শহর এবং বিশেষ করে গ্রামের সাধারণ মানুষের সমর্থনের উপর টিকে আছে। আন্দোলনের ডাক দিয়ে নেতারা ঘরে বসে টিভি দেখেন। সাধারণ সমর্থকরা রাস্তায় পুলিশের লাটি চার্জে আহত হয়ে এখন আর ঘর থেকে বের হতে চায় না। আবারো আন্দোলনের ডাক দিলে কতটা সফল হবে তা ভেবে দেখার বিষয়। আগামীতে নির্বাচনে অংশ না নিলে তা হবে দলের জন্য ভয়াবহ।,fear
আসুন সবাই আল্লাহর পথে চলি  আল্লাহ যা করে সব ভালোর জন্যই করে  হয়তোবা আল্লাহ আমাদের জন্য অনেক বড় উপহার রেখে দিয়েছেন,joy
জনগণ এই তামাশার নির্বাচন মেনে নেবে না। জনগণ তাদের ভোটাধিকার ফিরে পেতে নির্দলীয় নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে সুষ্ঠু নির্বাচন চায়।,fear
"আমিও যাকে ভেবে গান শুনতাম, যাকে চেয়েছিলাম ভগবান এর কৃপায় তার সাথেই আছি ৭ টি বছর ধরে।মাঝে ৫ বছরের রাজপুত্র, হরিবোল 🙂🙏।",sadness
একবার গুরে আসুন আমার এই পেইজে ভালো না লাগলে LIKE ফেরত https://m.facebook.com/profile.php?id=344230675763613,joy
"কাপসারা খাতুন নামের মহিলাটিকে সম্পূর্ন সুস্থ মনে হচ্ছে,তাকে বের করে আনার জন্য বিনীত অনুরোধ জানাচ্ছি।",fear
ভালোবাসতে গিয়ে আজ আমি নিঃস্ব হয়ে গেছি  নিজেকে ভালোবাসার জন্য এতটুকু ভালোবাসাও আজ নেই আমার মনে  আজ আমি পরাজিত তোমায় ভালোবেসে  এতটা ভালোবাসার পরেও কোথায় যেন কমতি ছিলো  যা আমি আজও বুঝতে পারিনি  তাই বলে কি তুমি আমায় একলা ফেলে চলে যাবে ,sadness
"পর্যবেক্ষকেরা ধারণা করছেন, কোয়াড নামে পরিচিতি পাওয়া চার দেশের জোটকে আরও সম্প্রসারিত করার লক্ষ্যেই জাপানের প্রধানমন্ত্রী হয়তো এখন পদক্ষেপ নিচ্ছেন।",fear
শালা পল্টি 😡 ,sadness
"না খেতে পেরে কেও যে এত রেগে যায়, বাপের জন্মে এই প্রথম দেখলাম রে বাবা 😛😛😛",surprise
"দোস্ত, এইটা একটা সিরিয়াস উদাহরণ.",joy
আল্লাহর কাছে দোয়া করি আপনার হায়াত দীর্ঘজীবী হোক ,joy
ফাঁসি দেয়া হয়না কেন??? ,sadness
শুধু তোমার জন্যে কলকাতা মুভির পার্ট নেয়া হয়েছে😅 ,joy
হায়রে সোনার বাংলাদেশ..,sadness
"এই নাটকের চরিত্রটা খুবই ভালো ছিল, সত্যিই। ",joy
