ID,Party,Statement,Source,Category
4879,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,অর্থনীতি
4880,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,পরিবেশ
4881,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
4882,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,রাজনীতি
4883,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,স্বাস্থ্য
4884,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,রাজনীতি
4885,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,পরিবেশ
4886,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,শিক্ষা
4887,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,রাজনীতি
4888,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,রাজনীতি
4889,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,পরিবেশ
4890,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,রাজনীতি
4891,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,শিক্ষা
4892,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,রাজনীতি
4893,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,রাজনীতি
4894,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,শিক্ষা
4895,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,পরিবেশ
4896,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,অর্থনীতি
4897,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,স্বাস্থ্য
4898,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,স্বাস্থ্য
4899,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,অর্থনীতি
4900,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,স্বাস্থ্য
4901,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,রাজনীতি
4902,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,স্বাস্থ্য
4903,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,শিক্ষা
4904,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,স্বাস্থ্য
4905,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,অর্থনীতি
4906,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,অর্থনীতি
4907,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,অর্থনীতি
4908,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,অর্থনীতি
4909,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,স্বাস্থ্য
4910,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,অর্থনীতি
4911,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,শিক্ষা
4912,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,অর্থনীতি
4913,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
4914,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,অর্থনীতি
4915,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,শিক্ষা
4916,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,স্বাস্থ্য
4917,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,রাজনীতি
4918,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,পরিবেশ
4919,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
4920,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,পরিবেশ
4921,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,পরিবেশ
4922,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,পরিবেশ
4923,বিএনপি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,রাজনীতি
4924,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,শিক্ষা
4925,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,পরিবেশ
4926,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,স্বাস্থ্য
4927,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,স্বাস্থ্য
4928,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,স্বাস্থ্য
4929,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,পরিবেশ
4930,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,পরিবেশ
4931,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,স্বাস্থ্য
4932,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,স্বাস্থ্য
4933,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,শিক্ষা
4934,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,স্বাস্থ্য
4935,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,পরিবেশ
4936,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,রাজনীতি
4937,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,শিক্ষা
4938,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,প্রথম আলো,রাজনীতি
4939,বিএনপি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,শিক্ষা
4940,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,পরিবেশ
4941,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,পরিবেশ
4942,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,স্বাস্থ্য
4943,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,শিক্ষা
4944,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,রাজনীতি
4945,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
4946,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,অর্থনীতি
4947,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,অর্থনীতি
4948,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,পরিবেশ
4949,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,স্বাস্থ্য
4950,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,শিক্ষা
4951,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,শিক্ষা
4952,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,পরিবেশ
4953,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,পরিবেশ
4954,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,পরিবেশ
4955,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,পরিবেশ
4956,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,শিক্ষা
4957,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,রাজনীতি
4958,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,শিক্ষা
4959,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,স্বাস্থ্য
4960,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,অর্থনীতি
4961,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
4962,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,শিক্ষা
4963,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
4964,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,শিক্ষা
4965,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
4966,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,রাজনীতি
4967,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,স্বাস্থ্য
4968,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,শিক্ষা
4969,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,অর্থনীতি
4970,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,শিক্ষা
4971,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,অর্থনীতি
4972,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,শিক্ষা
4973,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,শিক্ষা
4974,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,শিক্ষা
4975,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,স্বাস্থ্য
4976,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,শিক্ষা
4977,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,স্বাস্থ্য
4978,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,রাজনীতি
4979,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,স্বাস্থ্য
4980,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,পরিবেশ
4981,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,অর্থনীতি
4982,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,পরিবেশ
4983,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,শিক্ষা
4984,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,শিক্ষা
4985,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,স্বাস্থ্য
4986,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,অর্থনীতি
4987,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,পরিবেশ
4988,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,অর্থনীতি
4989,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,পরিবেশ
4990,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,শিক্ষা
4991,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,পরিবেশ
4992,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,স্বাস্থ্য
4993,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,পরিবেশ
4994,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,রাজনীতি
4995,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,অর্থনীতি
4996,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,অর্থনীতি
4997,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,রাজনীতি
4998,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,রাজনীতি
4999,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,শিক্ষা
5000,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,অর্থনীতি
5001,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,শিক্ষা
5002,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,পরিবেশ
5003,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,শিক্ষা
5004,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,শিক্ষা
5005,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,রাজনীতি
5006,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,শিক্ষা
5007,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,রাজনীতি
5008,জামায়াত,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,শিক্ষা
5009,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
5010,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,পরিবেশ
5011,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,শিক্ষা
5012,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,অর্থনীতি
5013,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,পরিবেশ
5014,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,অর্থনীতি
5015,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,রাজনীতি
5016,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,স্বাস্থ্য
5017,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,প্রথম আলো,শিক্ষা
5018,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,রাজনীতি
5019,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,রাজনীতি
5020,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,স্বাস্থ্য
5021,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,স্বাস্থ্য
5022,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,শিক্ষা
5023,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,স্বাস্থ্য
5024,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,শিক্ষা
5025,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,শিক্ষা
5026,জামায়াত,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,পরিবেশ
5027,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
5028,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,অর্থনীতি
5029,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,স্বাস্থ্য
5030,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,শিক্ষা
5031,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,স্বাস্থ্য
5032,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,স্বাস্থ্য
5033,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,স্বাস্থ্য
5034,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,স্বাস্থ্য
5035,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,অর্থনীতি
5036,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,পরিবেশ
5037,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,অর্থনীতি
5038,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,স্বাস্থ্য
5039,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,পরিবেশ
5040,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,শিক্ষা
5041,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,শিক্ষা
5042,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,অর্থনীতি
5043,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,রাজনীতি
5044,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,পরিবেশ
5045,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,অর্থনীতি
5046,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,স্বাস্থ্য
5047,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,স্বাস্থ্য
5048,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,শিক্ষা
5049,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
5050,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,পরিবেশ
5051,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,অর্থনীতি
5052,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,শিক্ষা
5053,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,রাজনীতি
5054,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,শিক্ষা
5055,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,অর্থনীতি
5056,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,অর্থনীতি
5057,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,রাজনীতি
5058,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,অর্থনীতি
5059,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,অর্থনীতি
5060,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,শিক্ষা
5061,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,পরিবেশ
5062,বিএনপি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,পরিবেশ
5063,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,অর্থনীতি
5064,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,পরিবেশ
5065,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,রাজনীতি
5066,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,পরিবেশ
