cleaned,classes
সেটটাতে যদি সুন্দর লাইটিং করা যেতো গানগুলোর জন্য একটা পারফেক্ট আবহ তৈরী হতো আর দেখতেও ভাল্লাগতো  ভালোবাসা ও শুভকামনা সবার জন্য,joy
লীনার মনে পড়ে গেছিল হিমানীর মায়ের তাদের বাড়িতে জয়েন করার প্রথম দিনটার কথা খাট সোফা আলমারীর তলা কোণা কোণা থেকে গুচ্ছের ময়লা ঝুল কালি বের করে দেখিয়ে বলেছিল এই দেখো বৌদি আগে যে কাজ করত সে কি করে রেখেছে,disgust
ছাত্রলীগের বর্তমান ৩০১ সদস্যের কেন্দ্রীয় কমিটির মধ্যে দেড় শতাধিক নেতা আসন্ন সম্মেলনে বাদ পড়তে পারেন তাদের বিরুদ্ধে অসংখ্য অভিযোগের পাশাপাশি মাদকে সম্পৃক্ততার প্রমাণ রয়েছে খোদ আওয়ামী লীগ হাইকমান্ডের কাছে,disgust
আগুন যদি পুরো ভবনে ছড়াতে শুরু করে তবে তো উপরের দিকেও আসবে তখন কি করবো আমরা চোখের সামনে আগুনের খেলা দেখবো,surprise
প্রাকৃতিক দুর্যোগ এর কারণ লোভী মানুষ যারা গাছ  পাহাড় কেটে বাড়ি ঘর বানাচ্ছে আর প্রকৃতি দূষণ করছে,anger
এয়ারপোর্ট খোলা রেখে  পুরো বাংলাদেশ লক ডাউন করা  প্যান্ট পরে চেইন খোলা রাখা একই কথা,disgust
যেদিন আমি হারিয়ে যাবো সেদিন তুমি বুঝবেহাজার লোকের ভিড়ে সেদিন আমায় তুমি খুঁজবে সেদিন তুমি পাবেনা আর এই আমাকেপাবে শুধু ফেলে আসা স্মৃতিগুলোকে কষ্ট হয়ত তোমার বুকে আঁচড় কেটে যাবে কদিন গেলেই তুমি আবার নতুন সাথি পাবেজানিনা আর কতদিন নীরবেসবার অগোচরে চোখের জল ফেলতে হবে,sadness
কেউ  যদি  মুভির কোনো  ভালো  রিভিউ  করে  তবে  সবাই  কমেন্ট  বাক্স  এ  এসে  মুভির  প্রশংসা করে  চুদে  দেয়  আবার  কেউ  যদি  নেগেটিভ  রিভিউ  করে  ঠিক  তখন  তার  উল্টা  কাজ  করেন কেন  ভাই  আপনাদের  নিজের  কি  কোনো  মতামত নাই ,disgust
আমার নিজের জীবন সম্পর্কে বলার তেমন কিছু ছিল না ছাপোষা এক সাধারণ মানুষ ডিভোর্সের পর থেইকা সন্তানসহ দীর্ঘকাল ধইরা একই রকমভাবে বাঁইচা আছি ভাইঙা পড়া জীবন,sadness
বর্ণিল অনুষ্ঠানের মধ্য দিয়ে তারুণ্যের উচ্ছ্বাস প্রবর্তিত গোলাম মুস্তাফা স্মৃতি সম্মাননা২০২০ দেওয়া হলো সোমবার এ সম্মাননা গ্রহণ করলেন দেশের প্রথিতযশা অভিনয়শিল্পী আফজাল হোসেন ও আবৃত্তিশিল্পী প্রজ্ঞা লাবণী,joy
হ্যাঁতাই তো হবেএকে তো দুনিয়ায় নাই এই রোগের চিকিৎসা নাই দেশে শক্তিশালী চিকিৎসা ব্যাবস্থা নাই দেশের মানুষের সচেতনতা ব্যারিস্টার সুমনের মত বলতেই হয় রাস্তায় লাশ পড়ে থাকবে আর কেউ তাকাবেও না,sadness
সরকার ও সিএমপি কি কোন ক্ষমতা নাই এই সব মালিককে কিছু বলার তাহলে আপনারাও কি তাদের সাথে হাত মিলিয়ে মৃত্যুর মিছিল করতে চান এই দেশেছিছিছিছিলক ডাউন না হেডা ডাউন,disgust
এইসব সুন্দরীদের না খুজে অনুষ্ঠানের টাকা দিয়ে যদি মুলার চাষ করতো অন্তত মানুষ সস্তায় বাজারে তরকারি পেতো রীতিমতো ছাগল দিয়ে হালচাষ করার প্রক্রিয়া এটা,disgust
বিয়ের আগে জীবন ছিল অর্থহীন শুনলে হয়তো অনেকে একটু অবাক হবেন সত্যি কি এই কথা জাস্টিন বিবার বলেছেন এটাই সত্যি কথাটি জাস্টিন বিবারই বলেছেন বিয়ের পরেই তিনি জীবনের অর্থ খুঁজে পেয়েছেন,surprise
করোনা বয়স্কদের জন্য বেশি হুমকিজনক কারণ তাঁদের রোগপ্রতিরোধ ক্ষমতা কম তেমনি যে রাষ্ট্রের স্বাস্থ্যব্যবস্থা দুর্বল সেই রাষ্ট্রের মানুষ এ রোগে বেশি আক্রান্ত হবে এটা এমন অসুখ যে বিদেশে গিয়েও চিকিৎসা করার উপায় নেই কেউ নেবে না,sadness
প্রথম ছবিটার প্রোফাইল পড়ার পর মনে হবে আরে এ যেন একজন বিশ্বখ্যাত বিজ্ঞানীর প্রোফাইল পড়ছিপরের ছবিটাই আমাদের নামিয়ে আনবে পৃথিবীর বাস্তবতায়কেমব্রিজ থেকে পিএইচডি করা একজন লেখকের বই এখন আর কোন প্রকাশনী ছাপতে চায়না কেণনা তাঁর গবেষণামূলক বইয়ের পাঠক নাকি এ যুগে নাইতাঁর ফেসবুক প্রোফাইল নাই যে সেখানে বিভিন্ন আঙিকে বইয়ের রং মাখানো পাবলিসিটি হবেবলছিলাম ডক্টর ফ র আল সিদ্দিকির কথাযিনি নিজের ছাপানো বইগুলো নিয়ে মেলার এক স্টল থেকে অন্য স্টলে ঘুরছেন 😭বাংলাদেশ পরমাণু শক্তি গবেষণার অবসরপ্রাপ্ত এ বিজ্ঞানী বুঝতে পারেননি যে এ দেশ কখনোই বিনয়ী এবং সৎ মানুষের দাম দেয়নিযেখানে বিনয় কে দেখা হয় দুর্বলতা হিসাবেযে দেশ প্রকৃত জ্ঞানীর সম্মান দিতে জানেনা সেখানে আর একসময় জ্ঞানী জম্মায়না,sadness
কোনো পিচ্চিকে আদর করতেও ভয় লাগে এখন লজ্জায় ঘেন্নায় ভিতর টা ছিড়ে যায়,disgust
কাঁদলাম ভাইহুজুগের পেছনে ছুটা জাতি এরা না মানে ধর্মের বিধান না জানে দুনিয়ার রীতি,sadness
হঠাৎ কালাম সাহেবের ভীতরটা কেপে উঠলো তিনি লা হাওলা ওয়ালা কুয়াতা ইল্লাবিল্লাহ পরছেনতার সমস্ত শরীর থরথর করে কেপে উঠলো,fear
ওখানে গিয়ে না খাইলেই হয় সবাই যদি এইগুলা খাওয়া বন্ধ করে দেয় তাহলে এই 🤬 খাবার গুলা এতো দাম দিয়ে কেনার কোন মানে দেখি না আরও থাকে ভেজাল মেশানো,anger
তারপর হঠাৎ লক্ষ করলাম আমি ছাড়া বাসে আর কেউ নেই বাস ভর্তি মানুষ ছিল সবাই কখন নেমে গেল কিচ্ছু টের পেলাম না,surprise
সেই বাচ্চাটা সে হঠাৎ আমাদের কাছেই ডানদিকের সিঁড়ির কাছে গিয়ে হাজির হয়ে দিব্যি নীচে নামতে ও শুরু করলো আর তখনি কি ভাবে তার পা স্লিপ করতেই সে আছাড় খেয়ে পড়ে গড়গড়িয়ে গড়িয়ে গেল নীচের দিকে,surprise
তোমার দুপুর সকালটা কে করো সঠিক ভাগ আমার জন্য কখন কখন করবে তুমি রাগ ,anger
গুলশান বনানী বারিধারা এলাকা লেক দিয়ে ঘেরা লেকগুলো ভাগাড়ে পরিণত হয়েছে নিয়মিত পরিষ্কার করা হয় না এতে মশার ওষুধ দিলেও তা কাজ করে না,anger
ভয়ে  কলিজা শুকিয়ে গেল সবার কারণ সবাই জেনে গেছে মানুষ শিকারেও অরুচি নেই দানবের ,fear
সত্যিই লাইফ কি ভীষনভাবে রং পাল্টায় ,surprise
মোঘল নিয়ে সিরিজের বাকি লেখা আসে না কেন  ইহুদি ধর্ম নিয়ে সিরিজ শুরু করেও আর কোন খবর নাই এখন এই সিরিজ শুরু করে আবার মাঝপথে থামায়ে দেবেন  অতীত ইতিহাস তাই বলে ,disgust
এই  অসভ্য  মহিলাকে   থাঠিয়ে  চড় মারতে  হয় সে  হচ্ছে মেন্টাললি  ডিসব্যালেন্সড না  হলে  এই  সময়  এ  এরকম  বাজে  কাজ  করতে  পারতোনা ,anger
তার দুচোখে এত ঔজ্জ্বল্য তার দুচোখ ঠিকরে এত আলো বেরোচ্ছিল যে তাতে আমার চোখের সামনের সবকিছুই ম্লান হয়ে গেল অবাক হলাম,surprise
বিনোদন দোষের কিছু না দরকার আছে কিন্তু কোনটা বিনোদন আর কোনটা ফাচুকিপনা সেইটা বুঝবার দরকার আরোও বেশি,disgust
যে করোনার কারণে আজ সারা দুনিয়া থমকে গেল সেই তামাশা করি  করোনা নিয়ে ও আমরা কি তামাশা করি আমরি কি আজব জাতি,disgust
আমার মেজাজ খারাপ হয় রুনার এই ইঙ্গিতপূর্ণ কথা অপমানজনক,disgust
কিছু ভিনগ্রহের আবাল ইউটিউব চালায় এতো  সুন্দর একটা ভিডিও তে ডিসলাইক দেয়এইসব ডিসলাইকারদের থাপড়াতে মন চায়,anger
দ্যাখ আমি একউপায় বলি শুনেছি খুব ধীরে ধীরে এক দুই তিন করে দশ গুনলে রাগটা নাকি শান্ত হয়ে আসে কিন্তু তোমার যেমন রাগ তাতে দশবারোতে কুলোবে না—তুমি একেবারে একশো পর্যন্ত গানে দ্যাখো,anger
আপনি  জানেন  নাকি  আপনাকে  আল্লাহ  আইসা  বলছিল   আপনাদের  মতো  মানুষদের  কারনে  মানুষ করোনা   নয়  বরং  আতঙ্কে  মরবে ,disgust
চীনের হুবেই প্রদেশের রাজধানী উহানে করোনাভাইরাসের প্রাদুর্ভাবের খবর সংগ্রহ করা হচ্ছিল করোনার প্রাদুর্ভাবের সময় একজন চিকিৎসক অন্যদের সতর্ক করার চেষ্টা করছিলেন কিন্তু সে সময় পুলিশ তাঁকে দমিয়ে দেয় এক মাস পরে সেই চিকিৎসকই সবার কাছে হিরো হয়ে ওঠেন,joy
অবুক তুই কিভাবে এটা করলি দেখে অবাক না হয়ে পারলাম্না বাবা,surprise
আপনি তো দেখতেছি কড়া মালাউন লাভার 😂 আরিজিত সেন্টি খাওয়া গান কইরা ও নিজেই সেন্টি + হয়ে গেছে 😂😂 ওর গান শুনলে না আসে মনে জোড় না আসে আবেগ  শুধু সেন্টি আর সেন্টি ,disgust
আমার খুবই খারাপ লাগছেযত সময় এগিয়ে আসছে ততই খারাপ লাগার ভাব টা বাড়ছেচোখের সামনে একজন জলজ্যান্ত মানুষ কে ঠান্ডা মাথায় মেরে ফেলতে দেখা খুবই কষ্টদায়ক,sadness
এ কোথায় দাঁড়িয়ে আছি ঝাপি ফেলা সার বেধে দাঁড়ানো দোকানগুলো এমন অদ্ভুত লাগছে কেন,surprise
কমান্ডার পদে নারী সেনাদের নিয়োগ করা সম্ভব নয় বলে সুপ্রিম কোর্টে জানিয়েছেন কেন্দ্রীয় সরকারের আইনজীবীরা আর কেন সম্ভব নয় এর কারণে বলা হয়েছে অন্তঃসত্ত্বা অবস্থা মাতৃত্ব ও বাড়ির কাজে নারীদের যেভাবে ছুটি নিতে হয় অফিসার পদে তা চলে না,anger
সৈন্যরা যেতে না চাইলেও আলেকজান্ডারের মায়ের সেই বাণী আলেকজান্ডারকে ঠেলে নিয়ে গেল সিওয়াহএর দিকে তীরবল্লমের চেয়েও বেশি যন্ত্রণাদায়ক মরুভূমির তীব্র তাপমাত্রা টের পেল মেসিডন বাহিনী তবুও একরকম বাধ্য হয়েই যেতে হলো তাদেরকে,disgust
রাতে খাওয়ার সময় বন্ধুদের সঙ্গে ভিডিও কলে কথা বলছিলাম তাদের অনেকেই উহানের পার্শ্ববর্তী শহরে ছিল বাড়িতে ফিরে আসতে ভয় পাচ্ছিল তারা,fear
ফাহিম বাই এগোলা কি দেখাইলেন ভাই জে বরো মাংশের পিচ দেখাইচেন লাগতাচে ১ কিলো হবে হাইরে বাংলাদেশ 🤔ধন্যাবাদ ফাহিম ভাই আপনাকে এই প্রথম কাউকে দেখলাম ২ পিচ মাংস পাইয়া ১ টা রাইখা দিতে বললো 😂,surprise
জাপানের কাওয়াসাকিতে স্কুলবাসের জন্য অপেক্ষারত শিক্ষার্থীদের ওপর ছুরি নিয়ে হামলার ঘটনা ঘটেছে এতে দুজন নিহত হয় আহত কমপক্ষে ১৬ জন নিহত ব্যক্তিদের মধ্যে এক কিশোরী রয়েছে বলে নিশ্চিত করেছে পুলিশ,sadness
আমি তোমাকে অভিনন্দন জানাচ্ছি তোমার বিয়েতে এবং কামনা করছি তুমি তোমার নতুন জীবন উপভোগ করো,joy
যাকে মন থেকে অনেকটা আপন ভাবা হয় তার অবহেলা সহ্য করা সত্যি খুব কষ্টকর হয়,sadness
অনুপম  দেয়  আর  কত হতাশ করবে কোটি ক্রিকেট প্রেমী বাংলাদেশীকে😞,disgust
আবারও তাপমাত্রা কমার পূর্বাভাস দিয়েছে আবহাওয়া অধিদপ্তর রাজশাহী ও রংপুর বিভাগের বেশ কয়েকটি জেলায় আজ রোববার সামান্য বৃষ্টি হয়েছে আগামীকাল সোমবারও সারা দেশের কয়েকটি জেলায় গুঁড়ি গুঁড়ি বৃষ্টি হতে পারে বলে জানিয়েছে আবহাওয়া অধিদপ্তর,surprise
ঐ দিকে কালামের মা আছপিয়া খাতুন প্রায়ই ভয় পাচ্ছেনএ বাসায় ইলিশ মাছ রোজি রান্না হয়রান্না ঘরে আজকাল নাকি একটা বাদড়ের হামলা হচ্ছে যে প্রায়ই কাটা মাছের টুকরো গুলো ছিনিয়ে নিয়ে চলে যায়,fear
আমার ধ্যান ভেঙ্গে গেল আমি চমকে আমার পিছনে ফিরলাম,surprise
কেনো জানি না গান টা শুনে নেশা পড়েছি  খুব ভালো লাগলো এপার বাংলা থেকে অনেক ভালোবাসা রইলো,joy
রাজা ফিলিপ রানী অলিম্পিয়াস কিংবা রাজপুত্র আলেকজান্ডার তিনজনই জানতেন গ্রিকরা মেসিডোনিয়াকে অবজ্ঞা করে অ্যাথেনিয়ান থিবান এমনকি স্পার্টানদের কাছে মেসিডন হলো একটা বুনো আর অসভ্য শহর শুধুমাত্র ঘোড়সওয়ার আর মেষপালকরাই এখানে থাকতে পারে,disgust
কাকু নিত্য নতুন ভূতের গল্প বলে আমাদের ভয় পাইয়ে দিতেন ,fear
আমার মনে একটা প্রশ্ন জাগে মাজেদর মতো সেনা অফিসারগন বঙ্গবন্ধুর নেতৃত্ব পাকিস্তানের বিরুদ্ধে যুদ্ধ করেছিল কিন্তু কেন বঙ্গবন্ধু সপরিবারকে খুন করল,surprise
রেজাল্টের পর এমনি যারা কষ্ট করে পড়ে তাদের মন খারাপ থাকে এই অবস্থায় বকাঝকা করা উচিত না আরো উৎসাহ দেওয়া উচিত তুই ভালো করেছিস সামনে আরো ভালো করবিতবে ছেলেটা সুইসাইড করে অনেক ভুল করছেকারণ আত্নহত্যা মহা পাপ,sadness
আমি আমার মতো ঘরে এসে শুয়ে পড়ি রাতে ভয়ংকর বিদঘুটে স্বপ্নে মাথাটা গুলিয়ে আসে প্রচন্ডরকম মাথা ব্যথা কিন্তু কিছুতেই ঘুম থেকে উঠতে পারছি না,fear
আধুনিক সমাজে সবচেয়ে বড় সমস্যা একাকীত্ব বিয়ে করেও একা না করেও একা,sadness
আজ বার্নাব্যু গ্যালারিতে ছিলেন রিয়ালের সাবেক তারকা রোনালদো তাঁকে স্বাক্ষী রেখেই এল ক্লাসিকো জিতল রিয়াল মাদ্রিদ,surprise
গেছে মাথাটা সিউর ডাক্তার টাক্তার দেখাও তো আর চেহারার এই অবস্থা কেন আর এখনও রেডি হও নাই ত্রয়ীকে স্কুলে কি আমি নিয়ে যাবো তোমার অফিস নাই,disgust
রাজধানীর কল্যাণপুরে জাহাজবাড়িতে জঙ্গিবিরোধী অভিযানে নয়জন নিহতের ঘটনায় করা মামলায় অভিযোগ গঠনের শুনানি হয়েছে আগামী ২ মার্চ অভিযোগ গঠন বিষয়ে আদেশের জন্য দিন ধার্য করেছেন আদালত ঢাকার সন্ত্রাস বিরোধী বিশেষ ট্রাইব্যুনালের বিচারক মুজিবর রহমান আজ বৃহস্পতিবার এই আদেশ দেন,joy
কথা সব শেষ হয়ে গেছেনাকি শেষ তুমি করেছিলেলাগছে না ভালো জীবনটা আরআজ আমার মন ভালো নেই,sadness
যাকে ভালোবাসি তাকে অন্য কারোর সাথে দেখলে সত্যিই অঙ্গ জ্বলে যায়,sadness
এইটা কি মুভি বানাইলেন ভাই  হাসতে হাসতে ফ্লোরে পইড়া গড়াগড়ি খাইতে খাইতে শেষ 😁😁😀😂😂😂😂😍,joy
তরুণদের এমন স্বেচ্ছাসেবাকে উৎসাহ দিতে শুরু হচ্ছে স্বেচ্ছাসেবা সম্মাননা ২০২০ ভালো কাজের স্বীকৃতি দেওয়ার ওই উদ্যোগ নিয়েছে ভলান্টারি সার্ভিসেস ওভারসিজ ভিএসও এবং প্রথম আলো,joy
অসাধারণ এর উপরে কোনো শব্দ থাকলে আমি সেইটা বলতাম সত্যিই সুন্দর,joy
ওকে টাকা দিয়ে চাবি তোলার জন্য নিচু হলাম আর এমন কিছু দেখলাম যা দেখে ভয়ে আমার পুরো শরীর থরথর করে কাঁপছে,fear
রাজশাহী পলিটেকনিক ইনস্টিটিউটের অধ্যক্ষকে তুলে নিয়ে গিয়ে পুকুরে ফেলে দেওয়ার ঘটনায় ক্যাম্পাসে একটি টর্চার সেলের সন্ধান পেয়েছে তদন্ত কমিটি ক্যাম্পাসের একটি ভবনের ১১১৯ নম্বরের ওই কক্ষ থেকে লোহার রড পাত ও পাইপ উদ্ধার করে পুলিশের হেফাজতে দেওয়া হয়েছে,fear
বাইট্টা একটা মানুষ স্যারদের উপর নিজের ক্ষমতা দেখাতে যায় এইসব আদোচাকে প্রথম দিনই পাছায় লাত্থি দিয়ে বের করে দিলে IIUC এর এই অবস্থা হয় না,anger
লক্ষ করে দেখেছি আমি যখন কোন কাজে ব্যাস্ত থাকি ঠিক তখনই হয় কলিংবেল নয় ত টেলিফোন বাঁজতে থাকেসেই শব্দে কিন্ত আর কাউকে ব্যাস্ত হতে দেখা যায় না,disgust
তাঁর সোনালি রং করা ঢেউখেলানো ছোট কইরা ছাঁটা চুলগুলা দেইখা আমার বিষণ্ণবোধ হচ্ছিল,sadness
বাসের কন্ট্রাক্টর আমার দিকে অগ্নি দৃষ্টি নিয়ে তাকালো তারপর মেয়েটাকে বললোআপা এই লোকটা কি আপনার সাথে অসভ্যতামি করেছে যদি কোনোরকম কিছু করে থাকে তাহলে বলেন আমি এখনি লোকটাকে বাস থেকে নামিয়ে দিতেছি,anger
জেল কম্পাউন্ডের মধ্যে পা দিতেই আবার কাল রাতের মত অনুভুতি হলোকোন কারন ছাড়াই ভয়ের একটা শীতের স্রোত নেমে গেলো মেরুদন্ড বেয়েঅনুভুতিটা কাল রাতের মত অত তীব্র না হলেও খুব কমও না,fear
ভ্যালেনটাইন  ডে  তে  সব  কাপলরা  সেক্স  করে  না  সো  স্টপ  সয়িং  ১৪  তারিখ   সবাই  ফার্মেসী  তে  ভিড়  করবে  মানে  এতো  লো মেন্টালিটি  নিয়ে  বেঁচে  আছো   কিভাবে  ভাই ,disgust
তুমি খুব ভালভাবে তোমার কাজ সম্পন্ন করেছো এখন তুমি তোমার রাগকে নিয়ন্ত্রন করতে পারো,anger
সিরিজ  বাদ  দিয়ে  কি  তোর  জামা  পড়া  নাচ  দেখতে  আইসি  শালা ,disgust
প্রথমে তাকে গুম করে স্থানীয় রাজাকার বাহিনী তারপর হত্যা করে পাকিস্তানি বাহিনী তার পরিবার ভয়ে ভারতে আশ্রয় নেয় কি ভয়ংকর অবস্থা,fear
আমার কিছু বলতে ইচ্ছা করছিল না তবু বললাম,disgust
এদেশে হায়না বেড়ে গেছে তাই হল বন্দ হচ্ছে  প্রসাশন কে টাকা দিতে দিতে যার কোন কুল কিনারা নেই,anger
কিছু ভিনগ্রহের আবাল ইউটিউব চালায় এতো  সুন্দর একটা ভিডিও তে ডিসলাইক দেয়এইসব ডিসলাইকারদের থাপড়াতে মন চায়,disgust
যেই পুলিশ মাদারচুদের বাচ্চা এই কাজ টা করেছে হেতের চৌদ্দ গুষ্টি কে জনি সিন্স এর হাতে তুলে দেওয়া হোক,anger
শোভন উপুড় হয়ে থাকা সাধুকে চিৎ করলো সাধুর চেহারা দেখে চমকে উঠলো সে,surprise
ব্রেকি সুপারস্টানার হাতে নিয়ে ক্লাস্রুমে ঢুকেছি কেউ এখনও আসেনি বাতি নেভানো বিশাল গ্যালারী জুড়ে নিশ্চুপ আলো আঁধারি আমি বাতি জালানোর সুইচ এ হাত রেখেছি মাত্র হঠাত মনে হল গ্যালারির এক কোনে একটা ছায়া মূর্তি দাড়িয়ে আছে ভালো করে তাকিয়ে দেখলাম ঠিক তাই নিশ্চল একটা ছায়ামূর্তি এই বিষয়ে আর কোন সন্দেহ নেই উত্তেজনায় আমার গায়ের লোম দাঁড়িয়ে গেল তাহলে কি সত্যিই ভূত দেখছি এও সম্ভব,surprise
অসুস্থ হতে কেউই কিছু বলত না কিন্তু তুমি তো রীতিমত সুস্থ গটগট করে পিংক সিটির গেটের দিকে হাঁটা দিলে যাবার আগে পিছের কাউকে একবার হাত তুলে একটু সরিও বললে না তাতেও না হয় বুঝতাম তোমার কিছুটা হলেও সেন্স আছে,disgust
ঘরের ভেতরে আমাদের নিঃশ্বাস ছাড়া আর কোনো শব্দ নেই হঠাৎ একটা বিচিত্র ব্যাপার ঘটতে থাকে মোমবাতিগুলো হঠাৎ করে নিভু নিভু হয়ে যায় আর একসঙ্গে সব মোমবাতি নিভে গেল,surprise
ওরে বাল অঙ্কুশ এতো বোকাচোদা হিলো 🤣🤣এতো হাসি লাগছে অঙ্কুশ এর কথা বার্তা শুনে ক্লাস  এর ছেলের মতো,disgust
আমি তোমার আর আমার ভেঙ্গে যাওয়া স্বপ্ন গুলো বুকের মাঝে পুষছি আমি এখনো পারিনি তোমার মত ভুলে যেতে তোমার সাথে কাটানো কিছুটা সময় কিছু মুহূর্ত পারিনি তুমি নামের সেই অতীতটাকে ভুলতে জানি না কোন দিন পারবো কি না তোমায় ভুলতে,sadness
ও সন্দেশ আম্মু দোউখানুর উপস্থিতি অনুভব করে রাগে পিত্তি জ্বলে যাচ্ছে আমার,anger
বন্ধু পরিচয় দিলে তার বড় ধরনের ক্ষতি হতো না কিন্তূ কোনো চিন্তা ভাবনা না করে একবারে চেনে না বলাতে আমাদের ছেলেদের মনে একটু কষ্ট বেশি লাগছে কারন ছেলেরা যাকে ভাল বাসে মন থেকে বাসে,sadness
আমি পুরোপুরি স্তব্ধ কে এই মেয়ে কিছুই বুঝে উঠতে পারছিলাম না আপনি আমাকে এতক্ষণ জ্বীন পরী ভাবছিলেন নাকি,surprise
হ্যাঁ এই দিনটা স্পেশাল আমার জন্যআজকে মনে হয় সেটা আরো বিশদভাবে অনুধাবন করতে পারছি হ্যাঁ আমি অনেক ভাগ্যবান যার এমন একটা কেয়ারিং ফ্যামিলি আছে,joy
নাগরিক ছন্দপতন ঘটায় এক ভূতুড়ে পরিবেশ তৈরি হয়েছে সেখানে মানুষের পাদচারণায় পরিপূর্ণ সব জায়গাও জনশূন্য চলছে না কোনো গাড়ি দোকানপাট বন্ধ করে সবাই ঘরে বসে অনাকাঙ্ক্ষিত কিছু একটার প্রহর গুনছে,fear
এতটা অবহেলা মেনে নেওয়া যাই করোনা চিকিৎসায় চট্টগ্রামের অবস্থা ঢাল নেই তলোয়ার নেই নিধিরাম সর্দারের মতো এতটা নাজুক অবস্থা  দেশের আর মেনে নেওয়া জাইনাহ  সেদিন যে ডাঃ মারা গেলেন তাঁর দায়ভার কিন্তু সরকার নেইনি শুধু সমবেদনা দিয়ে কি তাঁর স্ত্রী সন্তানের কষ্ট লাগব করা সম্ভব ,sadness
একেই বলে দেশপ্রেম আর দেশের নেতারা করে ভারতের দালালি,disgust
জীবকে হত্যার পরিকল্পনার পর তাঁরা ইনটেল গ্রুপ গঠন করেন এই দলের কাজ ছিল ব্লগ ও ফেসবুক থেকে তাঁর সম্পর্কে নানা তথ্য সংগ্রহ করা ও তাঁর পরিচয় সম্পর্কে নিশ্চিত হওয়া আর রাজীবকে হত্যার জন্য তাঁরা এক্সিকিউশন গ্রুপ গঠন করেন প্রায় এক মাস তাঁরা রাজীবকে অনুসরণ করেছেন,fear
এই ছাগলের বাচ্চা ছাগল কয়েকদিন পরপর তুই ছাগলামী করতে আসিস মাদারচোদ ভাষা ভালো করে শিখে তারপর ভিডিও ছার,anger
সে মিথ্যা বলে আসলোআর সে মিথ্যা এই জন্য বলেছে কজ নিজের দেশে সে সিকিউরড ফিল করছেনাসংখ্যালঘু হিসেবে সে অপেক্ষাকৃত দুর্বলের মধ্যে পরেতাই কেউ মেরে ফেলার আগে জানপ্রান বাঁচাতে মিথ্যে বলেছে,disgust
পই পই করে বলা হচ্ছে ভয়ের গল্প বলতে সাত সাআত খানা ভয়ের গল্প,fear
আবার যখন যুবকটার দিকে নজর দিলাম আমি তো পুরা থ যুবকের গায়ে লাল পাঞ্জাবিসে আস্তে আস্তে পুকুরে নেমে যাচ্ছে একপা দুইপা করে সে পুকুরে নামছে আর পুকুরের পানির উচ্চতা তাকে পা থেকে আস্তে আস্তে ঢেকে দিচ্ছে,surprise
কদিন ধরে ফেসবুকে ভেসে বেড়াচ্ছে হাসিখুশি এক তরুণীর ছবি তাঁর ছবি শেয়ার করে অভিনন্দন জানিয়েছেন অনেকে কেউ কেউ লিখেছেন নাসায় যোগ দিয়েছেন বাংলাদেশের মেয়ে মাহজাবীন হক তাঁর জন্য শুভকামনা,joy
সরাসরি বলছে বলিদান হয়ে যাবি এই ছেলে ক্যাম্পাসে আসলে যদি কোন সমস্যা হয় তাহলে এর দায় দায়িত্ব কে নিবেপ্রশাসনের উছিত এখনি মারমা সন্রসীকে গ্রেপাতার করা,disgust
আল্লাহর অশেষ রহমত এবং কুদরতে এখনো বেচে আছি আলহামদুলিল্লাহ,joy
ঘরে থাকতে থাকতে বিরক্ত হয়ে উনি মজার চলে উনার ভাব প্রকাশ করেছেনএ নিয়ে রাজনীতি করার কিছু আছে বলে মনে হয়না,disgust
ঢাকা আন্তর্জাতিক বাণিজ্য মেলার ডিআইটিএফ সময় আরও দুই দিন বাড়ল মেলা শেষ হবে ৬ ফেব্রুয়ারি বৃহস্পতিবার,joy
নিজেদের গানগুলা কে ছেব্রা ছেব্রা না করলে হয় না ,disgust
 খুব বাজে একটা গন্ধ নাকে লাগছিল হঠাৎ    আবিষ্কার করলাম কে যেন আমার ঘাড়ে বসে আছে,fear
টাকা সবাই ইনকাম করতে পারে কিন্তু শিক্ষক সবাই হতে পারে না তাই শিক্ষকদের গালি দেয়ার আগে ভাববে যে তোমার সে যোগ্যতা আছে কিনা,anger
তোমার হাসিচোখ পুরাই আমার মেয়ের মতআমার মনে হচ্ছে অন্নেকদিন পর আমার মেয়েকে দেখলামতোমাকে দেখে যে কি ভাল লাগছে,joy
অথচ দিনশেষে যারা আমাদের আইডল হওয়ার কথাসেই ডাক্তাররা সেবা দিয়ে খায় গালিমাগনা গালি,disgust
পুরো রাতটাই জেগে কাটালামমনের মধ্যে কিরন নামের ছেলেটির জন্য অদ্ভুত এক মায়া অনুভব করছিআমার চোখে ভাসছে ওর নিশ্পাপ চেহারাআর ভেজা চোখ,sadness
দেশটা তো তাদের বাবার যা ইচ্ছা তাই করতাছে এ জন্যই পুলিশের ছেলে মেয়ে প্রতিবন্ধী হয়,anger
স্বাস্থ্যমন্ত্রী কুত্তার বাচ্চা বাসায় বসে বসে সংবাদ সম্মেলন করতেছে মানুষ মারা যাবে না আমাদের সবকিছু আছে আজকের দিন মাস ধরে বলা হচ্ছে কুত্তার বাচ্চা বলতেছে অথচ বিনা চিকিৎসায় মারা যাচ্ছে এটা তাই পারে সে কুত্তার বাচ্চা নিবে স্বাস্থ্যমন্ত্রী কে জুতাপেটা করতে করতে প্রত্যেক হাসপাতাল পরিদর্শন করা হোক,anger
